#,Título,Tipo,Progreso,URL
1,"Chichi wa eiyū, haha wa seirei, musume no watashi wa tensei-sha",MANGA,"- /58.00",https://zonatmo.nakamasweb.com/library/manga/43813/chichi-wa-eiyu-haha-wa-seirei-musume-no-watashi-wa-tensei-sha
2,"Kondo wa Zettai ni Jama Shimasen!",MANGA,"- /28.00",https://zonatmo.nakamasweb.com/library/manga/43700/kondo-wa-zettai-ni-jama-shimasen
3,"Saigo ni Hitotsu Dake Onegaishite mo Yoroshii Desu ka?",MANGA,"- /44.00",https://zonatmo.nakamasweb.com/library/manga/44548/saigonihitotsudakeonegaishitemoyoroshiideshouka
4,"Akuyaku Reijou wa Ringoku no Outaishi ni Dekiai Sareru",MANGA,"- /36.00",https://zonatmo.nakamasweb.com/library/manga/43248/akuyaku-reijou-wa-ringoku-no-outaishi-ni-dekiai-sareru
5,"La dama bebé ",MANHWA,"16.00 / 220.00",https://zonatmo.nakamasweb.com/library/manhwa/123/ladybabymanhwa
6,"¡La villana desterrada! Viviendo la vida tranquila de una monja haciendo comida revolucionaria en una iglesia",MANGA,"- /34.00",https://zonatmo.nakamasweb.com/library/manga/43024/akuyaku-reijou-no-tsuihougo-kyoukai-kaikaku-gohan-de-yuuyuu-shisutaa-kurashii
7,"Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...",MANGA,"- /59.00",https://zonatmo.nakamasweb.com/library/manga/32788/otomegamenohametsuflagshikanaiakuyakureijounitenseishiteshimatta
8,"Tensei Oujo wa Kyou mo Hata wo Tatakioru",MANGA,"- /25.00",https://zonatmo.nakamasweb.com/library/manga/43264/tenseioujowakyoumohatawotatakioru
9,"Albert-ke no Reijou wa Botsuraku wo Goshomou desu",MANGA,"- /30.00",https://zonatmo.nakamasweb.com/library/manga/41664/albert-ke-no-reijou-wa-botsuraku-wo-goshomou-desu
10,"La chica rubia que controla los elementos",MANHWA,"- /55.00",https://zonatmo.nakamasweb.com/library/manhwa/46115/la-chica-rubia-que-controla-los-elementos
11,"Princesa bibliófila",MANGA,"- /18.00",https://zonatmo.nakamasweb.com/library/manga/45109/mushikaburihime
12,"Mi lady solo quiere relajarse ",MANGA,"- /31.00",https://zonatmo.nakamasweb.com/library/manga/44237/mi-lady-solo-quiere-relajarse
13,"Isekai de Saikyou Maou no Kodomo-tachi Juunin no Mama ni nacchaimashita",MANGA,"14.00 / 40.00",https://zonatmo.nakamasweb.com/library/manga/43926/isekaidesaikyoumaounokodomotachijuuninnomamaninacchaimashita
14,"The Twin Siblings' New Life",MANHWA,"63.00 / 120.00",https://zonatmo.nakamasweb.com/library/manhwa/50530/lanuevavidadelosgemelos
15,"ADONIS",MANHWA,"144.00 / 161.00",https://zonatmo.nakamasweb.com/library/manhwa/18295/reminiscence-adonis
16,"CHITRA",MANHWA,"1.00 / 122.00",https://zonatmo.nakamasweb.com/library/manhwa/43869/chitra
17,"Biblioteca a la Luz de la Luna",MANHWA,"- /61.00",https://zonatmo.nakamasweb.com/library/manhwa/77060/biblioteca-a-la-luz-de-la-luna
18,"Marshal your wife ran again",MANHUA,"- /240.00",https://zonatmo.nakamasweb.com/library/manhua/38355/marshal-your-wife-ran-again
19,"LA VILLANA VIVE DOS VECES ",MANHWA,"150.00 / 195.00",https://zonatmo.nakamasweb.com/library/manhwa/50610/la-villana-vive-dos-veces
20,"La Novia del Principe Gato",MANHUA,"- /87.00",https://zonatmo.nakamasweb.com/library/manhua/42914/catsprincebride
21,"Mochiron, Isharyou Seikyuu Itashimasu!",MANGA,"- /31.00",https://zonatmo.nakamasweb.com/library/manga/43224/mochiron-isharyouseikyuu-itashimasu
22,"Wakeari Akuyaku Reijou ha, Kon'yaku Hakigo no Jinsei wo Jiyuu ni Ikiru",MANGA,"- /3.00",https://zonatmo.nakamasweb.com/library/manga/43173/wakeariakuyakureijouwakonyakuhakigonojinseiwojiyuuniikiru
23,"Dios te bendiga ",MANHWA,"- /3.00",https://zonatmo.nakamasweb.com/library/manhwa/44296/dios-te-bendiga
24,"Roujoteki Shoujo Hinata-chan",MANGA,"- /93.50",https://zonatmo.nakamasweb.com/library/manga/43145/roujotekishoujohinatachan
25,"koushaku reijou no tashinami",MANGA,"- /65.00",https://zonatmo.nakamasweb.com/library/manga/16645/koushaku-reijou-no-tashinami
26,"La Duquesa Monstruosa y la Princesa del Contrato",MANHWA,"- /150.00",https://zonatmo.nakamasweb.com/library/manhwa/44038/la-duquesa-monstruosa-y-la-princesa-del-contrato
27,"The Villainess Noble Girl Wants to Slim Down Her Husband",NOVELA,"- /101.00",https://zonatmo.nakamasweb.com/library/novel/43337/akuyaku-reijou-wa-danna-sama-wo-yasesasetai
28,"Lucia",NOVELA,"- /135.00",https://zonatmo.nakamasweb.com/library/novel/33740/lucia
29,"Akuyaku Reijou no Shitsuji-sama: Hametsu Flag wa Ore ga Tsubusasete Itadakimasu",MANGA,"28.00 / 34.50",https://zonatmo.nakamasweb.com/library/manga/53970/akuyakureijounoshitsujisamahametsuflagwaoregatsubusaseteitadakimasu
30,"DOME AL TIRANO Y ESCAPÉ ",MANHWA,"- /1.00",https://zonatmo.nakamasweb.com/library/manhwa/43886/dome-al-tirano-y-escape
31,"My Little Sister Stole My Fiancé: The Strong Dragon Favors Me and Plans to Take Over the Kingdom? ",MANGA,"- /19.00",https://zonatmo.nakamasweb.com/library/manga/43962/imouto-ni-konyakusha-wo-yuzure-to-iwaremashita-saikyou-no-ryuu-ni-ki-ni-irarete-masaka-no-oukoku-nottori
32,"Santa Imperial",MANHWA,"- /219.00",https://zonatmo.nakamasweb.com/library/manhwa/33493/santa-imperial
33,"Magic Artisan Dahliya Won't Hang Her Head ~A Free Craftsman Life From Now Onn Life ~",MANGA,"- /8.00",https://zonatmo.nakamasweb.com/library/manga/44197/madougushidahliyawautsumukanaikyoukarajiyuunashokuninlife
34,"¡¡La Villana Quiere Casarse con un Plebeyo!!",MANGA,"- /16.00",https://zonatmo.nakamasweb.com/library/manga/43237/akuyakureijouwashouminnitotsugitai
35,"Between Two Lips",MANHUA,"- /78.00",https://zonatmo.nakamasweb.com/library/manhua/42843/between-two-lips
36,"Fukushuu wo Chikatta Shironeko wa Ryuuou no Hiza no Ue de Damin wo Musaboru",MANGA,"- /21.00",https://zonatmo.nakamasweb.com/library/manga/40650/la-vengativa-gata-blanca-que-descansa-en-el-regazo-de-el-rey-dragon
37,"IRIS, LA SEÑORITA CON SMARTPHONE",MANHWA,"- /10.00",https://zonatmo.nakamasweb.com/library/manhwa/43920/iris-la-senorita-con-un-smartphone
38,"Yandere-kei Otomege no Sekai ni Tensei Shite Shimatta Youdesu",MANGA,"- /45.00",https://zonatmo.nakamasweb.com/library/manga/43551/yandere-kei-otomege-no-sekai-ni-tensei-shite-shimatta-youdesu
39,"Circle Zero's Otherworldly Hero Business",MANHUA,"7.00 / 74.00",https://zonatmo.nakamasweb.com/library/manhua/40308/circle-zeros-otherworldly-hero-business
